timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
551523529,551523516,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551578541,551578529,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551623073,551623060,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551672806,551672793,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551727774,551727761,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551777445,551777433,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551827371,551827359,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551871995,551871982,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551926782,551926769,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
551976533,551976521,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552026381,552026368,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552076094,552076082,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552125852,552125839,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552175685,552175672,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552225463,552225451,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552275187,552275174,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552324999,552324985,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552374722,552374709,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552424520,552424507,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552474396,552474384,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552524041,552524028,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552573817,552573804,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552628458,552628441,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552673424,552673411,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552723180,552723167,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552777806,552777793,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552827546,552827533,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552872479,552872467,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552922407,552922394,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
552977172,552977160,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553026700,553026673,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553076411,553076398,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553126189,553126176,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553175963,553175948,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553225733,553225720,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553275504,553275491,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553325278,553325265,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553375050,553375037,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553424854,553424841,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553474594,553474581,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553524426,553524413,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553574177,553574164,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553623929,553623916,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553673698,553673685,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553723462,553723450,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553773245,553773232,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553828131,553828118,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553877927,553877911,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553922582,553922569,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
553972374,553972361,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554027189,554027176,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554077130,554077116,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554121745,554121732,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554176584,554176571,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554226312,554226299,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554276077,554276065,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554325864,554325851,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554375604,554375590,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554425420,554425408,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554475145,554475132,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554524933,554524920,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554574744,554574731,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554624466,554624453,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554674271,554674258,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
554724107,554724094,0.5080645,0.42040816,0.0,0.0,0.0,1.0,0.0,0.0
